     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/17/2016-12/23/2016,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
R337,FRANK AVENUE-BEACH 44TH ST    ,00001582,00000069,00000031,00000014,00000000,00001158,00000458,00000000,00000000,00000000,00000000,00000008,00000033,00000000,00000080,00000003,00000009,00000000,00000042,00000000,00000000,00000000,00000446,00000000,                                                                                                                      
R338,EDGEMERE-BEACH 36TH STREET    ,00002226,00000171,00000024,00000036,00000000,00001471,00000608,00000000,00000000,00000000,00000000,00000010,00000061,00000000,00000098,00000011,00000002,00000000,00000039,00000000,00000000,00000000,00000651,00000000,                                                                                                                      
R339,36TH STREET-NORTHERN BLVD     ,00009567,00000631,00000085,00000219,00000003,00005805,00006161,00000000,00000000,00000000,00000000,00000104,00000197,00000025,00000605,00000144,00000138,00000000,00000134,00000000,00000000,00000000,00001263,00000000,                                                                                                                      
R340,65TH STREET-BROADWAY          ,00007900,00000528,00000059,00000160,00000005,00004798,00007336,00000000,00000000,00000000,00000000,00000076,00000155,00000004,00000374,00000065,00000102,00000000,00000089,00000000,00000000,00000000,00001151,00000000,                                                                                                                      
R341,75TH AVENUE-QUEENS BLVD       ,00008198,00001253,00000052,00000274,00000001,00002371,00006550,00000000,00000000,00000000,00000000,00000182,00000219,00000007,00000712,00000272,00000210,00000000,00000087,00000000,00000000,00000000,00000542,00000000,                                                                                                                      
R342,VAN WYCK BLVD-METROPOLITAN    ,00012532,00000663,00000065,00000173,00000020,00006690,00005212,00000000,00000000,00000000,00000000,00000076,00000303,00000000,00000359,00000090,00000093,00000000,00000138,00000000,00000000,00000000,00001411,00000000,                                                                                                                      
R343,FRANKLIN STREET-WEST BWAY     ,00015697,00001098,00000064,00000126,00000103,00004929,00006705,00000000,00000000,00000000,00000000,00000229,00000173,00000132,00000764,00000390,00000195,00000000,00000194,00000000,00000000,00000000,00000290,00000000,                                                                                                                      
R344,145TH STREET-LENOX AVENUE     ,00006251,00000629,00000102,00000268,00000003,00006112,00004602,00000000,00000000,00000000,00000000,00000035,00000242,00000005,00000649,00000039,00000047,00000000,00000027,00000000,00000000,00000000,00001771,00000000,                                                                                                                      
R345,148TH STREET-LENOX AVENUE     ,00006429,00000683,00000073,00000253,00000001,00006616,00005548,00000000,00000000,00000000,00000000,00000030,00000243,00000004,00000657,00000077,00000098,00000000,00000037,00000000,00000000,00000000,00003054,00000000,                                                                                                                      
R346,COURT SQ                      ,00008776,00000424,00000061,00000132,00000069,00005694,00006462,00000000,00000000,00000000,00000000,00000076,00000098,00000105,00000577,00000201,00000156,00000000,00000099,00000000,00000000,00000000,00001425,00000000,                                                                                                                      
R347,69TH STREET-ROOSEVELT AVE     ,00010127,00000777,00000129,00000272,00000008,00008968,00008036,00000000,00000000,00000000,00000000,00000045,00000272,00000010,00000415,00000056,00000086,00000000,00000074,00000000,00000000,00000000,00001811,00000000,                                                                                                                      
R348,ATLANTIC AV-VAN SINDEREN AV   ,00003544,00000096,00000034,00000040,00000023,00002911,00001380,00000000,00000000,00000000,00000000,00000010,00000100,00000023,00000156,00000022,00000014,00000000,00000047,00000000,00000000,00000000,00001038,00000000,                                                                                                                      
R349,SUTTER AVE-VAN SINDEREN AVE   ,00008692,00000407,00000085,00000116,00000002,00008751,00003219,00000000,00000000,00000000,00000000,00000034,00000428,00000000,00000282,00000005,00000024,00000000,00000041,00000000,00000000,00000000,00003914,00000000,                                                                                                                      
R350,LIVONIA AVE-VAN SINDEREN AV   ,00006577,00000351,00000107,00000082,00000002,00006304,00002616,00000000,00000000,00000000,00000000,00000030,00000327,00000000,00000338,00000003,00000027,00000000,00000033,00000000,00000000,00000000,00002697,00000000,                                                                                                                      
R352,HEWES STREET-BROADWAY         ,00006255,00000353,00000048,00000049,00000001,00004179,00003105,00000000,00000000,00000000,00000000,00000052,00000187,00000003,00000341,00000062,00000063,00000000,00000106,00000000,00000000,00000000,00000815,00000000,                                                                                                                      
R353,LORIMER STREET-BROADWAY       ,00008339,00000934,00000082,00000720,00000001,00006199,00009295,00000000,00000000,00000000,00000000,00000061,00000207,00000001,00000572,00000115,00000067,00000000,00000129,00000000,00000000,00000000,00001939,00000000,                                                                                                                      
R354,104TH STREET-LIBERTY AVENUE   ,00004280,00000197,00000016,00000043,00000000,00001659,00001714,00000000,00000000,00000000,00000000,00000085,00000089,00000000,00000164,00000030,00000032,00000000,00000015,00000000,00000000,00000000,00000734,00000000,                                                                                                                      
R355,109TH STREET-LIBERTY AVENUE   ,00005407,00000275,00000016,00000069,00000000,00001998,00002409,00000000,00000000,00000000,00000000,00000122,00000049,00000000,00000161,00000071,00000041,00000000,00000033,00000000,00000000,00000000,00000523,00000000,                                                                                                                      
R356,LEFFERTS BLVD-LIBERTY AVE     ,00012410,00000541,00000108,00000143,00000001,00006861,00005204,00000000,00000000,00000000,00000000,00000192,00000266,00000002,00000461,00000096,00000093,00000000,00000062,00000000,00000000,00000000,00001272,00000000,                                                                                                                      
R357,NORTH CONDUIT AVE-COHANCEY    ,00003215,00000155,00000031,00000019,00000000,00000870,00000744,00000000,00000000,00000000,00000000,00000059,00000095,00000000,00000079,00000058,00000003,00000000,00000026,00000000,00000000,00000000,00000248,00000000,                                                                                                                      
R358,BEACH 25TH STREET-WAVECREST   ,00004808,00000218,00000041,00000036,00000003,00002286,00001377,00000000,00000000,00000000,00000000,00000041,00000154,00000000,00000199,00000024,00000019,00000000,00000075,00000000,00000000,00000000,00001993,00000000,                                                                                                                      
R359,COURT SQ-23 ST                ,00034932,00001698,00000191,00000499,00000095,00015394,00025440,00000000,00000000,00000000,00000000,00000460,00000259,00000184,00002868,00001251,00000747,00000000,00000581,00000000,00000000,00000000,00003995,00000000,                                                                                                                      
R360,21ST STREET-JACKSON AVENUE    ,00003602,00000114,00000024,00000038,00000003,00002986,00002856,00000000,00000000,00000000,00000000,00000024,00000037,00000003,00000318,00000045,00000052,00000000,00000056,00000000,00000000,00000000,00000083,00000000,                                                                                                                      
R361,PELHAM PKWY-WHITE PLAINS RD   ,00015735,00001168,00000234,00000437,00000011,00016000,00009688,00000000,00000000,00000000,00000000,00000108,00000472,00000004,00001294,00000130,00000125,00000000,00000050,00000000,00000000,00000000,00003616,00000000,                                                                                                                      
R362,ALLERTON AV-WHITE PLAINS RD   ,00011562,00000703,00000174,00000245,00000004,00010620,00004628,00000000,00000000,00000000,00000000,00000068,00000465,00000001,00000519,00000072,00000046,00000000,00000043,00000000,00000000,00000000,00002274,00000000,                                                                                                                      
R363,BURKE AVE-WHITE PLAINS ROAD   ,00008027,00000450,00000059,00000185,00000003,00006632,00002864,00000000,00000000,00000000,00000000,00000059,00000282,00000006,00000377,00000015,00000024,00000000,00000023,00000000,00000000,00000000,00001844,00000000,                                                                                                                      
R364,GUNHILL RD-WHITE PLAINS RD    ,00011309,00000804,00000234,00000314,00000009,00014603,00005881,00000000,00000000,00000000,00000000,00000055,00000566,00000001,00000815,00000107,00000054,00000000,00000054,00000000,00000000,00000000,00005866,00000000,                                                                                                                      
R365,219TH ST-WHITE PLAINS ROAD    ,00007811,00000370,00000059,00000125,00000005,00006187,00002897,00000000,00000000,00000000,00000000,00000017,00000313,00000000,00000312,00000007,00000036,00000000,00000047,00000000,00000000,00000000,00002256,00000000,                                                                                                                      
R366,225TH ST-WHITE PLAINS ROAD    ,00009844,00000441,00000104,00000159,00000007,00008528,00003066,00000000,00000000,00000000,00000000,00000054,00000276,00000000,00000351,00000023,00000026,00000000,00000028,00000000,00000000,00000000,00003458,00000000,                                                                                                                      
R367,233RD ST-WHITE PLAINS ROAD    ,00010437,00000652,00000188,00000227,00000008,00009232,00004167,00000000,00000000,00000000,00000000,00000086,00000394,00000014,00000570,00000026,00000057,00000000,00000052,00000000,00000000,00000000,00002465,00000000,                                                                                                                      
R368,9TH AVENUE-39TH STREET        ,00012716,00000621,00000063,00000400,00000003,00006563,00010976,00000000,00000000,00000000,00000000,00000113,00000228,00000007,00000457,00000097,00000124,00000000,00000071,00000000,00000000,00000000,00002528,00000000,                                                                                                                      
R369,FORT HAMILTON PKWY-45TH ST    ,00010367,00000825,00000043,00000321,00000014,00004959,00005976,00000000,00000000,00000000,00000000,00000068,00000253,00000010,00000419,00000084,00000077,00000000,00000041,00000000,00000000,00000000,00003086,00000000,                                                                                                                      
R370,71ST STREET-NEW UTRECHT AVE   ,00014088,00001019,00000030,00000485,00000002,00005439,00014858,00000000,00000000,00000000,00000000,00000156,00000259,00000006,00000705,00000157,00000086,00000000,00000071,00000000,00000000,00000000,00002516,00000000,                                                                                                                      
R371,79TH STREET-17TH AVENUE       ,00013950,00001085,00000029,00000515,00000005,00005523,00014449,00000000,00000000,00000000,00000000,00000184,00000180,00000001,00000592,00000175,00000082,00000000,00000090,00000000,00000000,00000000,00005816,00000000,                                                                                                                      
R372,18TH AVENUE-86TH STREET       ,00013196,00001133,00000068,00000763,00000007,00005727,00012830,00000000,00000000,00000000,00000000,00000174,00000276,00000001,00000536,00000118,00000103,00000000,00000065,00000000,00000000,00000000,00001553,00000000,                                                                                                                      
R373,20TH AVENUE-86TH STREET       ,00011443,00000953,00000029,00000375,00000002,00004879,00009980,00000000,00000000,00000000,00000000,00000106,00000209,00000002,00000471,00000088,00000087,00000000,00000025,00000000,00000000,00000000,00001939,00000000,                                                                                                                      
R374,BAY PARKWAY-86TH STREET       ,00013975,00001611,00000100,00001032,00000005,00007095,00016577,00000000,00000000,00000000,00000000,00000258,00000320,00000002,00000758,00000145,00000115,00000000,00000067,00000000,00000000,00000000,00002610,00000000,                                                                                                                      
R375,NEW LOTS AV-VAN SINDEREN AV   ,00009110,00000397,00000156,00000133,00000003,00010522,00004416,00000000,00000000,00000000,00000000,00000043,00000273,00000000,00000680,00000016,00000038,00000000,00000051,00000000,00000000,00000000,00002759,00000000,                                                                                                                      
R376,EAST 105TH ST-FARRAGUT ROAD   ,00008976,00000490,00000069,00000092,00000000,00006733,00003434,00000000,00000000,00000000,00000000,00000054,00000305,00000001,00000503,00000028,00000050,00000000,00000023,00000000,00000000,00000000,00001678,00000000,                                                                                                                      
R377,FLUSHING AVE-BROADWAY         ,00018367,00001372,00000207,00000274,00000008,00015005,00008132,00000000,00000000,00000000,00000000,00000074,00000771,00000008,00001844,00000077,00000091,00000000,00000204,00000000,00000000,00000000,00002721,00000000,                                                                                                                      
R378,MYRTLE AVENUE-BROADWAY        ,00022688,00000836,00000143,00000338,00000009,00020149,00017202,00000000,00000000,00000000,00000000,00000143,00000507,00000010,00001512,00000125,00000284,00000000,00000341,00000000,00000000,00000000,00002571,00000000,                                                                                                                      
R379,KOSCIUSZKO STREET-BROADWAY    ,00009528,00000362,00000066,00000119,00000012,00009302,00007001,00000000,00000000,00000000,00000000,00000038,00000339,00000001,00000640,00000069,00000138,00000000,00000179,00000000,00000000,00000000,00001694,00000000,                                                                                                                      
R380,GATES AVENUE-BROADWAY         ,00013143,00000502,00000066,00000280,00000017,00011523,00008370,00000000,00000000,00000000,00000000,00000094,00000398,00000006,00000822,00000060,00000135,00000000,00000173,00000000,00000000,00000000,00002313,00000000,                                                                                                                      
R381,HALSEY STREET-BROADWAY        ,00011565,00000589,00000069,00000166,00000003,00011524,00008378,00000000,00000000,00000000,00000000,00000085,00000348,00000003,00000881,00000072,00000198,00000000,00000164,00000000,00000000,00000000,00001931,00000000,                                                                                                                      
R382,GRANT AVENUE-PITKIN AVENUE    ,00015161,00000818,00000111,00000118,00000005,00009168,00006768,00000000,00000000,00000000,00000000,00000144,00000577,00000001,00000757,00000091,00000074,00000000,00000108,00000000,00000000,00000000,00003259,00000000,                                                                                                                      
R383,HUDSON STREET-78TH STREET     ,00010796,00000415,00000033,00000109,00000000,00005097,00005956,00000000,00000000,00000000,00000000,00000149,00000125,00000000,00000478,00000099,00000083,00000000,00000087,00000000,00000000,00000000,00001849,00000000,                                                                                                                      
R384,BOYD STREET-88TH STREET       ,00008090,00000341,00000026,00000105,00000000,00002951,00003460,00000000,00000000,00000000,00000000,00000143,00000085,00000000,00000340,00000090,00000054,00000000,00000043,00000000,00000000,00000000,00001026,00000000,                                                                                                                      
R385,ROCKAWAY BLVD-LIBERTY AVE     ,00016516,00000685,00000204,00000300,00000004,00013279,00009860,00000000,00000000,00000000,00000000,00000183,00000293,00000000,00000776,00000160,00000115,00000000,00000183,00000000,00000000,00000000,00002551,00000000,                                                                                                                      
R386,174TH STREET-SOUTHERN BLVD    ,00013300,00000722,00000135,00000301,00000005,00015616,00006216,00000000,00000000,00000000,00000000,00000071,00000475,00000002,00000752,00000055,00000095,00000000,00000030,00000000,00000000,00000000,00004491,00000000,                                                                                                                      
R387,EAST TREMONT AVENUE-178 ST    ,00011545,00000576,00000197,00000304,00000005,00015786,00006187,00000000,00000000,00000000,00000000,00000047,00000495,00000001,00000738,00000020,00000053,00000000,00000049,00000000,00000000,00000000,00003489,00000000,                                                                                                                      
R388,EAST 180TH ST-MORRIS PARK     ,00014921,00000653,00000132,00000219,00000008,00015059,00007609,00000000,00000000,00000000,00000000,00000102,00000389,00000010,00000818,00000106,00000091,00000000,00000058,00000000,00000000,00000000,00003208,00000000,                                                                                                                      
R389,BRONX PARK EAST               ,00005149,00000255,00000026,00000113,00000002,00004366,00002565,00000000,00000000,00000000,00000000,00000047,00000150,00000002,00000313,00000027,00000039,00000000,00000034,00000000,00000000,00000000,00001740,00000000,                                                                                                                      
R390,8TH AVENUE-62ND STREET        ,00031902,00003824,00000082,00002216,00000014,00006555,00034142,00000000,00000000,00000000,00000000,00000277,00000644,00000010,00000963,00000288,00000175,00000000,00000139,00000000,00000000,00000000,00005935,00000000,                                                                                                                      
R391,FORT HAMILTON PARKWAY-62ND    ,00002367,00000257,00000022,00000162,00000000,00000834,00002820,00000000,00000000,00000000,00000000,00000017,00000036,00000000,00000060,00000032,00000019,00000000,00000026,00000000,00000000,00000000,00001435,00000000,                                                                                                                      
R392,18TH AVENUE-62ND STREET       ,00003802,00000531,00000024,00000277,00000000,00001747,00004300,00000000,00000000,00000000,00000000,00000045,00000108,00000002,00000128,00000021,00000014,00000000,00000009,00000000,00000000,00000000,00000739,00000000,                                                                                                                      
R393,20TH AVENUE-62ND STREET       ,00001578,00000178,00000008,00000099,00000000,00000607,00002186,00000000,00000000,00000000,00000000,00000057,00000049,00000000,00000035,00000013,00000009,00000000,00000009,00000000,00000000,00000000,00000988,00000000,                                                                                                                      
R394,BAY PARKWAY-66TH STREET       ,00021983,00002199,00000117,00001156,00000000,00008233,00027836,00000000,00000000,00000000,00000000,00000366,00000353,00000000,00001002,00000270,00000218,00000000,00000097,00000000,00000000,00000000,00003716,00000000,                                                                                                                      
R395,KINGS HIGHWAY-WEST 7TH ST     ,00002238,00000423,00000056,00000183,00000000,00000933,00002318,00000000,00000000,00000000,00000000,00000031,00000065,00000000,00000040,00000009,00000017,00000000,00000014,00000000,00000000,00000000,00000440,00000000,                                                                                                                      
R396,AVENUE U-WEST 7TH STREET      ,00002104,00000320,00000021,00000173,00000002,00000818,00002777,00000000,00000000,00000000,00000000,00000022,00000048,00000000,00000063,00000018,00000021,00000000,00000005,00000000,00000000,00000000,00000697,00000000,                                                                                                                      
R397,86TH STREET-AVENUE V          ,00002058,00000389,00000027,00000208,00000000,00001226,00001740,00000000,00000000,00000000,00000000,00000017,00000147,00000000,00000047,00000012,00000012,00000000,00000004,00000000,00000000,00000000,00000493,00000000,                                                                                                                      
R398,NEW UTRECHT AVENUE-62ND ST    ,00011383,00000827,00000056,00000490,00000004,00005400,00010287,00000000,00000000,00000000,00000000,00000125,00000173,00000014,00000275,00000134,00000088,00000000,00000061,00000000,00000000,00000000,00002546,00000000,                                                                                                                      
R399,25TH AVENUE-86TH STREET       ,00011151,00001042,00000042,00000728,00000004,00004284,00014533,00000000,00000000,00000000,00000000,00000212,00000222,00000002,00000630,00000111,00000086,00000000,00000046,00000000,00000000,00000000,00004949,00000000,                                                                                                                      
R400,BAY 50TH STREET-STILLWELL     ,00006031,00000691,00000048,00000285,00000002,00002953,00005630,00000000,00000000,00000000,00000000,00000060,00000137,00000000,00000277,00000067,00000041,00000000,00000032,00000000,00000000,00000000,00002485,00000000,                                                                                                                      
R401,CENTRAL AVE-MYRTLE AVE        ,00007857,00000271,00000023,00000061,00000000,00005157,00005466,00000000,00000000,00000000,00000000,00000028,00000101,00000001,00000566,00000060,00000113,00000000,00000073,00000000,00000000,00000000,00001008,00000000,                                                                                                                      
R402,SENECA AVENUE-PALMETTO ST     ,00006374,00000273,00000027,00000153,00000000,00004016,00004144,00000000,00000000,00000000,00000000,00000032,00000177,00000001,00000287,00000034,00000075,00000000,00000055,00000000,00000000,00000000,00000814,00000000,                                                                                                                      
R403,FOREST AVENUE-PUTNAM AVENUE   ,00009642,00000464,00000047,00000151,00000001,00004932,00006596,00000000,00000000,00000000,00000000,00000125,00000114,00000003,00000529,00000045,00000085,00000000,00000061,00000000,00000000,00000000,00001307,00000000,                                                                                                                      
R404,FRESH POND ROAD-68TH AVENUE   ,00013939,00000675,00000062,00000173,00000008,00006728,00008810,00000000,00000000,00000000,00000000,00000156,00000249,00000001,00000812,00000116,00000133,00000000,00000078,00000000,00000000,00000000,00001513,00000000,                                                                                                                      
R405,JACKSON AVENUE-WESTCHESTER    ,00011196,00000608,00000101,00000148,00000010,00011631,00005005,00000000,00000000,00000000,00000000,00000030,00000375,00000007,00000836,00000053,00000075,00000000,00000054,00000000,00000000,00000000,00004779,00000000,                                                                                                                      
R406,PROSPECT AVENUE-WESTCHESTER   ,00014460,00000830,00000158,00000292,00000007,00016534,00006827,00000000,00000000,00000000,00000000,00000047,00000561,00000002,00000727,00000044,00000079,00000000,00000060,00000000,00000000,00000000,00004753,00000000,                                                                                                                      
R407,INTERVALE 163RD STREET        ,00006179,00000299,00000060,00000094,00000006,00006977,00002787,00000000,00000000,00000000,00000000,00000011,00000178,00000001,00000301,00000029,00000025,00000000,00000017,00000000,00000000,00000000,00002577,00000000,                                                                                                                      
R408,SIMPSON ST-WESTCHESTER AVE    ,00015328,00000855,00000247,00000349,00000002,00020932,00007927,00000000,00000000,00000000,00000000,00000046,00000564,00000001,00000902,00000033,00000032,00000000,00000061,00000000,00000000,00000000,00004139,00000000,                                                                                                                      
R409,FREEMAN ST-SOUTHERN BLVD      ,00010167,00000443,00000083,00000144,00000000,00010456,00004428,00000000,00000000,00000000,00000000,00000018,00000318,00000004,00000409,00000027,00000052,00000000,00000054,00000000,00000000,00000000,00003100,00000000,                                                                                                                      
R411,PARK PLACE-FRANKLIN AVENUE    ,00003407,00000261,00000053,00000085,00000000,00002577,00002530,00000000,00000000,00000000,00000000,00000027,00000120,00000000,00000325,00000036,00000047,00000000,00000029,00000000,00000000,00000000,00000835,00000000,                                                                                                                      
R412,BOTANIC GARDEN-FRANKLIN AVE   ,00002214,00000177,00000022,00000071,00000001,00001599,00001551,00000000,00000000,00000000,00000000,00000026,00000080,00000001,00000179,00000018,00000021,00000000,00000026,00000000,00000000,00000000,00003380,00000000,                                                                                                                      
R413,KNICKERBOCKER AVE-MYRTLE AV   ,00009337,00000379,00000027,00000080,00000000,00006201,00004999,00000000,00000000,00000000,00000000,00000042,00000231,00000003,00000442,00000043,00000102,00000000,00000080,00000000,00000000,00000000,00001660,00000000,                                                                                                                      
R414,HOWARD BEACH-159TH AVE        ,00005173,00000280,00000025,00000044,00000004,00003550,00002422,00000000,00000000,00000000,00000000,00000112,00000078,00000001,00000142,00000122,00000036,00000000,00002059,00000000,00000000,00000000,00000247,00000000,                                                                                                                      
R415,BROAD CHANNEL-NOEL ROAD       ,00000927,00000035,00000003,00000008,00000000,00000148,00000183,00000000,00000000,00000000,00000000,00000026,00000017,00000000,00000051,00000018,00000003,00000000,00000011,00000000,00000000,00000000,00000082,00000000,                                                                                                                      
R416,HOLLAND-BEACH 90TH STREET     ,00002068,00000161,00000012,00000028,00000000,00000871,00000714,00000000,00000000,00000000,00000000,00000003,00000058,00000000,00000065,00000015,00000011,00000000,00000024,00000000,00000000,00000000,00000440,00000000,                                                                                                                      
R417,PLAYLAND-BEACH 98TH STREET    ,00000959,00000041,00000005,00000008,00000000,00000463,00000317,00000000,00000000,00000000,00000000,00000007,00000013,00000001,00000060,00000006,00000000,00000000,00000028,00000000,00000000,00000000,00000894,00000000,                                                                                                                      
R418,SEASIDE BEACH-105TH STREET    ,00000549,00000029,00000001,00000004,00000003,00000137,00000207,00000000,00000000,00000000,00000000,00000007,00000005,00000000,00000039,00000005,00000000,00000000,00000005,00000000,00000000,00000000,00000368,00000000,                                                                                                                      
R419,ROCKAWAY PARK-BEACH 116TH     ,00001459,00000153,00000029,00000039,00000000,00000686,00000514,00000000,00000000,00000000,00000000,00000024,00000132,00000000,00000057,00000013,00000007,00000000,00000023,00000000,00000000,00000000,00000187,00000000,                                                                                                                      
R420,DITMAS AVE-MCDONALD AVE       ,00008688,00000801,00000038,00000159,00000005,00004240,00005261,00000000,00000000,00000000,00000000,00000104,00000192,00000009,00000344,00000147,00000125,00000000,00000052,00000000,00000000,00000000,00002311,00000000,                                                                                                                      
R421,AVENUE I-MCDONALD AVENUE      ,00003620,00000440,00000041,00000154,00000003,00001650,00001965,00000000,00000000,00000000,00000000,00000085,00000092,00000000,00000099,00000124,00000025,00000000,00000017,00000000,00000000,00000000,00001347,00000000,                                                                                                                      
R422,MCDONALD AVE-22ND AVE         ,00000862,00000094,00000024,00000100,00000000,00001268,00001792,00000000,00000000,00000000,00000000,00000012,00000024,00000000,00000067,00000021,00000005,00000000,00000004,00000000,00000000,00000000,00000259,00000000,                                                                                                                      
R423,AVENUE N-MCDONALD AVENUE      ,00006249,00000525,00000026,00000131,00000006,00002833,00004106,00000000,00000000,00000000,00000000,00000113,00000130,00000001,00000221,00000130,00000082,00000000,00000026,00000000,00000000,00000000,00001064,00000000,                                                                                                                      
R424,AVENUE P-MCDONALD AVENUE      ,00005806,00000476,00000012,00000115,00000000,00002243,00003896,00000000,00000000,00000000,00000000,00000118,00000152,00000000,00000252,00000144,00000089,00000000,00000019,00000000,00000000,00000000,00000716,00000000,                                                                                                                      
R425,AVENUE U-MCDONALD AVENUE      ,00004857,00000348,00000035,00000146,00000004,00002361,00003757,00000000,00000000,00000000,00000000,00000075,00000125,00000000,00000183,00000107,00000038,00000000,00000014,00000000,00000000,00000000,00000813,00000000,                                                                                                                      
R426,NEPTUNE AVE-MCDONALD AVENUE   ,00003903,00000777,00000017,00000134,00000002,00001174,00002120,00000000,00000000,00000000,00000000,00000054,00000161,00000000,00000166,00000079,00000046,00000000,00000011,00000000,00000000,00000000,00001696,00000000,                                                                                                                      
R427,MIDDLETOWN ROAD-WESTCHESTER   ,00005455,00000228,00000034,00000067,00000000,00002039,00001998,00000000,00000000,00000000,00000000,00000126,00000099,00000002,00000282,00000110,00000047,00000000,00000010,00000000,00000000,00000000,00001137,00000000,                                                                                                                      
R428,BUHRE AVE-WESTCHESTER AVE     ,00008664,00000426,00000045,00000122,00000005,00004104,00003895,00000000,00000000,00000000,00000000,00000131,00000211,00000001,00000472,00000180,00000029,00000000,00000017,00000000,00000000,00000000,00000996,00000000,                                                                                                                      
R429,PELHAM BAY PARK-BRUCKNER BL   ,00008665,00000571,00000175,00000332,00000003,00009484,00007861,00000000,00000000,00000000,00000000,00000081,00000241,00000003,00001101,00000116,00000034,00000000,00000029,00000000,00000000,00000000,00001688,00000000,                                                                                                                      
R430,PELHAM PKWY-ESPLANADE         ,00006259,00000343,00000020,00000064,00000001,00002510,00002668,00000000,00000000,00000000,00000000,00000095,00000193,00000001,00000503,00000095,00000057,00000000,00000018,00000000,00000000,00000000,00001827,00000000,                                                                                                                      
R431,DYRE AVENUE-LIGHT STREET      ,00008026,00000321,00000047,00000098,00000005,00005241,00003099,00000000,00000000,00000000,00000000,00000080,00000234,00000004,00000454,00000050,00000047,00000000,00000022,00000000,00000000,00000000,00001663,00000000,                                                                                                                      
R432,CHAUNCEY STREET-ROCKAWAY AV   ,00006023,00000227,00000049,00000094,00000000,00006702,00003801,00000000,00000000,00000000,00000000,00000025,00000194,00000004,00000323,00000036,00000070,00000000,00000053,00000000,00000000,00000000,00001120,00000000,                                                                                                                      
R433,ALABAMA AVENUE-FULTON ST      ,00003288,00000166,00000050,00000092,00000000,00005789,00002071,00000000,00000000,00000000,00000000,00000010,00000099,00000000,00000250,00000008,00000017,00000000,00000026,00000000,00000000,00000000,00000694,00000000,                                                                                                                      
R434,VAN SICLEN AVENUE-FULTON ST   ,00006749,00000294,00000033,00000103,00000000,00005799,00002666,00000000,00000000,00000000,00000000,00000030,00000274,00000000,00000210,00000023,00000056,00000000,00000056,00000000,00000000,00000000,00001772,00000000,                                                                                                                      
R435,CLEVELAND STREET-FULTON ST    ,00007760,00000347,00000069,00000062,00000002,00006393,00002465,00000000,00000000,00000000,00000000,00000051,00000266,00000000,00000216,00000014,00000028,00000000,00000043,00000000,00000000,00000000,00002256,00000000,                                                                                                                      
R436,NORWOOD AVENUE-FULTON ST      ,00008218,00000443,00000066,00000106,00000001,00006412,00002821,00000000,00000000,00000000,00000000,00000027,00000297,00000000,00000302,00000020,00000021,00000000,00000050,00000000,00000000,00000000,00002333,00000000,                                                                                                                      
R437,CRESCENT STREET-FULTON ST     ,00010828,00000635,00000121,00000186,00000003,00009119,00004680,00000000,00000000,00000000,00000000,00000080,00000417,00000006,00000383,00000014,00000072,00000000,00000071,00000000,00000000,00000000,00002894,00000000,                                                                                                                      
R438,RALPH AVENUE-FULTON STREET    ,00011424,00000655,00000135,00000213,00000000,00011062,00006136,00000000,00000000,00000000,00000000,00000051,00000291,00000000,00000694,00000042,00000114,00000000,00000115,00000000,00000000,00000000,00002743,00000000,                                                                                                                      
R439,ROCKAWAY AVE-HOPKINSON AVE    ,00010112,00000542,00000166,00000248,00000002,00010098,00005959,00000000,00000000,00000000,00000000,00000036,00000347,00000000,00000690,00000036,00000108,00000000,00000114,00000000,00000000,00000000,00003497,00000000,                                                                                                                      
R440,LIBERTY AVE-PENNSYLVANIA AV   ,00005236,00000308,00000103,00000120,00000001,00005194,00002440,00000000,00000000,00000000,00000000,00000032,00000232,00000000,00000306,00000010,00000019,00000000,00000027,00000000,00000000,00000000,00002039,00000000,                                                                                                                      
R441,VAN SICLEN AVE-PITKIN AVE     ,00006733,00000385,00000109,00000090,00000002,00006097,00002454,00000000,00000000,00000000,00000000,00000056,00000237,00000000,00000280,00000029,00000032,00000000,00000041,00000000,00000000,00000000,00002322,00000000,                                                                                                                      
R442,SHEPHERD AVE-PITKIN AVE       ,00007176,00000339,00000082,00000083,00000000,00005903,00002807,00000000,00000000,00000000,00000000,00000037,00000207,00000001,00000361,00000034,00000057,00000000,00000034,00000000,00000000,00000000,00002036,00000000,                                                                                                                      
R443,170TH STREET-GRAND CONC.      ,00012762,00000704,00000182,00000216,00000007,00015926,00006857,00000000,00000000,00000000,00000000,00000036,00000439,00000004,00000858,00000029,00000076,00000000,00000092,00000000,00000000,00000000,00004032,00000000,                                                                                                                      
R444,238TH ST-WHITE PLAINS ROAD    ,00006513,00000398,00000062,00000148,00000009,00005865,00002915,00000000,00000000,00000000,00000000,00000033,00000241,00000001,00000388,00000027,00000025,00000000,00000018,00000000,00000000,00000000,00001772,00000000,                                                                                                                      
R445,138TH STREET-3RD AVE          ,00014370,00000764,00000123,00000225,00000003,00016499,00007579,00000000,00000000,00000000,00000000,00000056,00000523,00000013,00001043,00000095,00000072,00000000,00000085,00000000,00000000,00000000,00003364,00000000,                                                                                                                      
